Analysis code | Status | ARC chair from USA | ARC chair from LPC | Cadi contact from US | Cadi contact LPC | # of ARC members | # of ARC members form USA | # of ARC members from LPC | # of an submitters | # of submitters from USA | # of AN submitters from LPC | # AN authors | # of AN authors from USA | # of  AN authors from LPC | # of institutes | # in institutes from USA | # of institutes from LPC
EXO-12-053 | PUB | 0 | 0 | 0 | 0 | 5 | 3 | 3 | 3 | 0 | 0 | 21 | 4 | 4 | 9 | 2 | 2
EXO-12-054 | PUB | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 2 | 1 | 0 | 9 | 2 | 0 | 5 | 1 | 0
EXO-12-055 | PUB | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 1 | 0 | 0 | 18 | 13 | 4 | 6 | 3 | 2
EXO-12-056 | Inactive | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 6 | 12 | 12 | 5 | 3 | 3
EXO-12-057 | PUB | 1 | 1 | 1 | 0 | 5 | 3 | 3 | 1 | 1 | 0 | 8 | 3 | 2 | 4 | 2 | 1
EXO-12-058 | Planned | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
EXO-12-059 | PUB | 1 | 1 | 0 | 0 | 5 | 2 | 2 | 1 | 0 | 0 | 15 | 3 | 3 | 12 | 2 | 2
EXO-12-060 | PUB | 0 | 0 | 0 | 0 | 5 | 1 | 0 | 1 | 0 | 0 | 10 | 0 | 0 | 5 | 0 | 0
EXO-12-061 | PUB | 0 | 0 | 0 | 0 | 6 | 3 | 2 | 5 | 2 | 1 | 65 | 20 | 17 | 22 | 11 | 9
EXO-13-001 | ACCEPT | 0 | 0 | 1 | 1 | 5 | 2 | 1 | 1 | 1 | 1 | 11 | 3 | 3 | 7 | 2 | 2
EXO-13-002 | PUB | 1 | 1 | 0 | 0 | 5 | 3 | 3 | 1 | 0 | 0 | 7 | 0 | 0 | 5 | 0 | 0
EXO-13-003 | PUB | 1 | 1 | 0 | 0 | 5 | 4 | 2 | 1 | 0 | 0 | 5 | 1 | 1 | 3 | 1 | 1
EXO-13-004 | SUPERSEDED | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 1 | 0 | 0 | 10 | 0 | 0 | 5 | 0 | 0
EXO-13-005 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 1 | 1 | 3 | 2 | 2 | 8 | 2 | 2 | 4 | 1 | 1
EXO-13-006 | PUB | 1 | 1 | 0 | 0 | 5 | 2 | 2 | 2 | 0 | 0 | 20 | 9 | 6 | 9 | 4 | 3
EXO-13-007 | PUB | 1 | 1 | 1 | 1 | 5 | 5 | 4 | 1 | 0 | 0 | 5 | 0 | 0 | 5 | 0 | 0
EXO-13-008 | PUB | 1 | 1 | 1 | 1 | 5 | 5 | 5 | 2 | 2 | 2 | 13 | 11 | 11 | 3 | 2 | 2
EXO-13-009 | PUB | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 2 | 0 | 0 | 18 | 2 | 2 | 11 | 2 | 2
EXO-13-010 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 4 | 3 | 1 | 0 | 0 | 5 | 0 | 0 | 2 | 0 | 0
EXO-14-001 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 7 | 0 | 0 | 2 | 0 | 0
EXO-14-002 | SUPERSEDED | 1 | 1 | 0 | 0 | 4 | 2 | 1 | 1 | 0 | 0 | 7 | 1 | 1 | 5 | 1 | 1
EXO-14-003 | Inactive | 1 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1
EXO-14-004 | PUB | 1 | 1 | 1 | 1 | 5 | 2 | 2 | 1 | 0 | 0 | 15 | 7 | 6 | 9 | 5 | 4
EXO-14-005 | ACCEPT | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 2 | 0 | 0 | 26 | 6 | 6 | 13 | 3 | 3
EXO-14-006 | RefComments | 0 | 0 | 0 | 0 | 5 | 3 | 3 | 1 | 0 | 0 | 2 | 1 | 1 | 2 | 1 | 1
EXO-14-007 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 4 | 3 | 4 | 2 | 2 | 19 | 7 | 7 | 11 | 5 | 5
EXO-14-008 | PUB | 1 | 0 | 0 | 0 | 5 | 4 | 2 | 2 | 1 | 1 | 7 | 1 | 1 | 3 | 1 | 1
EXO-14-009 | PUB | 0 | 0 | 1 | 1 | 5 | 3 | 3 | 1 | 1 | 1 | 3 | 2 | 2 | 2 | 1 | 1
EXO-14-010 | PUB | 1 | 1 | 0 | 0 | 5 | 4 | 3 | 1 | 0 | 0 | 8 | 0 | 0 | 3 | 0 | 0
EXO-14-011 | SUPERSEDED | 1 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 3 | 2 | 2 | 2 | 1 | 1
EXO-14-012 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 9 | 4 | 4 | 8 | 3 | 3
EXO-14-013 | PUB | 1 | 1 | 1 | 1 | 5 | 4 | 4 | 1 | 1 | 1 | 4 | 4 | 4 | 6 | 4 | 4
EXO-14-014 | PUB | 1 | 0 | 1 | 0 | 4 | 2 | 1 | 2 | 2 | 0 | 18 | 5 | 3 | 5 | 2 | 1
EXO-14-015 | PUB | 1 | 0 | 0 | 0 | 6 | 3 | 1 | 3 | 1 | 1 | 11 | 3 | 3 | 5 | 1 | 1
EXO-14-016 | ARC-GreenLight | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 1 | 0 | 0 | 5 | 0 | 0 | 2 | 0 | 0
EXO-14-017 | PAS-only-PUB | 1 | 0 | 0 | 0 | 4 | 3 | 2 | 1 | 0 | 0 | 9 | 1 | 1 | 4 | 1 | 1
EXO-15-001 | PUB | 0 | 0 | 1 | 1 | 5 | 2 | 1 | 2 | 0 | 0 | 55 | 15 | 15 | 15 | 3 | 3
EXO-15-002 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 4 | 0 | 0 | 39 | 9 | 8 | 17 | 5 | 4
EXO-15-003 | PAS-only-PUB | 1 | 0 | 1 | 1 | 4 | 2 | 0 | 3 | 3 | 2 | 102 | 47 | 28 | 20 | 7 | 6
EXO-15-004 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 3 | 0 | 0 | 36 | 13 | 6 | 10 | 4 | 2
EXO-15-005 | ACCEPT | 1 | 1 | 0 | 0 | 5 | 3 | 2 | 4 | 0 | 0 | 65 | 11 | 7 | 19 | 5 | 4
EXO-15-006 | RefComments | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 4 | 0 | 0 | 19 | 0 | 0 | 8 | 0 | 0
EXO-15-007 | CWR-ended | 0 | 0 | 1 | 1 | 5 | 2 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0
EXO-15-008 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
EXO-15-009 | CWR-ended | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 1 | 0 | 0 | 5 | 3 | 3 | 3 | 1 | 1
EXO-15-010 | ACCEPT | 1 | 1 | 0 | 0 | 5 | 3 | 2 | 1 | 1 | 1 | 8 | 2 | 2 | 5 | 1 | 1
EXO-15-011 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 36 | 4 | 4 | 5 | 1 | 1
EXO-16-001 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 6 | 0 | 0 | 2 | 0 | 0
EXO-16-002 | PAS-only-PUB | 1 | 0 | 1 | 1 | 4 | 1 | 0 | 1 | 1 | 1 | 20 | 10 | 9 | 6 | 2 | 1
EXO-16-003 | PUB-Draft | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 2 | 2 | 2 | 6 | 4 | 4 | 2 | 1 | 1
EXO-16-004 | GoingToPreApp | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 4 | 3 | 3 | 2 | 1 | 1
EXO-16-005 | CWR-ended | 1 | 1 | 1 | 1 | 5 | 3 | 2 | 3 | 2 | 2 | 70 | 41 | 22 | 14 | 6 | 5
EXO-16-006 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
EXO-16-007 | PAS-only-PUB | 1 | 0 | 1 | 0 | 4 | 2 | 0 | 1 | 1 | 0 | 2 | 2 | 0 | 1 | 1 | 0
EXO-16-008 | ACCEPT | 0 | 0 | 1 | 1 | 5 | 2 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1
EXO-16-009 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 1 | 1 | 0 | 0 | 6 | 0 | 0 | 4 | 0 | 0
EXO-16-010 | ACCEPT | 1 | 1 | 0 | 0 | 5 | 2 | 2 | 1 | 1 | 0 | 6 | 2 | 0 | 4 | 1 | 0
EXO-16-011 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 4 | 3 | 2 | 1 | 1 | 10 | 5 | 5 | 5 | 1 | 1
EXO-16-012 | ReadyForSub | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 2 | 0 | 0 | 9 | 2 | 2 | 4 | 1 | 1
EXO-16-013 | PAS-only-PUB | 1 | 1 | 1 | 0 | 4 | 3 | 2 | 1 | 1 | 0 | 58 | 27 | 18 | 20 | 7 | 6
EXO-16-014 | PAS-only-PUB | 1 | 0 | 1 | 1 | 4 | 1 | 0 | 3 | 3 | 2 | 23 | 14 | 12 | 9 | 4 | 3
EXO-16-015 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 3 | 2 | 1 | 0 | 0 | 5 | 1 | 1 | 2 | 1 | 1
EXO-16-016 | ReSubmitted | 1 | 1 | 0 | 0 | 5 | 2 | 2 | 1 | 1 | 1 | 7 | 4 | 4 | 5 | 2 | 2
EXO-16-017 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 4 | 20 | 9 | 6 | 3 | 2
EXO-16-018 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 1 | 2 | 0 | 0 | 25 | 6 | 3 | 10 | 3 | 2
EXO-16-019 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 2 | 0 | 0 | 7 | 0 | 0 | 3 | 0 | 0
EXO-16-020 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 2 | 1 | 1 | 1 | 1 | 9 | 6 | 6 | 6 | 3 | 3
EXO-16-021 | ACCEPT | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 1 | 0 | 0 | 9 | 2 | 2 | 4 | 1 | 1
EXO-16-022 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 3 | 3 | 1 | 1 | 1 | 6 | 3 | 3 | 4 | 2 | 2
EXO-16-023 | ReadyForSub | 0 | 0 | 1 | 1 | 5 | 2 | 2 | 1 | 1 | 1 | 2 | 2 | 2 | 1 | 1 | 1
EXO-16-024 | SUPERSEDED | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 33 | 12 | 12 | 17 | 4 | 4
EXO-16-025 | SUB | 0 | 0 | 1 | 1 | 5 | 2 | 0 | 2 | 2 | 2 | 20 | 12 | 12 | 7 | 3 | 3
EXO-16-026 | CWR | 0 | 0 | 0 | 0 | 5 | 3 | 1 | 1 | 0 | 0 | 6 | 0 | 0 | 3 | 0 | 0
EXO-16-027 | ACCEPT | 0 | 0 | 0 | 0 | 5 | 2 | 1 | 1 | 0 | 0 | 29 | 11 | 7 | 13 | 5 | 4
EXO-16-028 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 24 | 16 | 8 | 7 | 3 | 2
EXO-16-029 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 4 | 6 | 4 | 3 | 3 | 1
EXO-16-030 | PAS-PUB | 1 | 1 | 1 | 1 | 4 | 3 | 3 | 1 | 1 | 1 | 7 | 6 | 6 | 3 | 2 | 2
EXO-16-031 | PAS-only-PUB | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 2 | 1 | 0 | 38 | 8 | 5 | 15 | 4 | 3
EXO-16-032 | ACCEPT | 0 | 0 | 1 | 1 | 5 | 3 | 2 | 2 | 2 | 2 | 56 | 24 | 24 | 18 | 4 | 4
EXO-16-033 | AWG | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 2 | 0 | 0 | 14 | 0 | 0 | 8 | 0 | 0
EXO-16-034 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 10 | 0 | 0 | 4 | 0 | 0
EXO-16-035 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 0 | 0 | 1 | 0 | 0 | 11 | 6 | 6 | 7 | 3 | 3
EXO-16-036 | PAS-only-PUB | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 8 | 2 | 2 | 5 | 1 | 1
EXO-16-037 | ReadyForSub | 1 | 1 | 1 | 1 | 5 | 2 | 2 | 1 | 1 | 1 | 52 | 25 | 17 | 19 | 6 | 5
EXO-16-038 | PAS-only-PUB | 1 | 1 | 1 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 11 | 6 | 2 | 6 | 3 | 1
EXO-16-039 | CWR-ended | 1 | 1 | 1 | 0 | 5 | 3 | 2 | 1 | 1 | 1 | 13 | 8 | 6 | 9 | 4 | 3
EXO-16-040 | PAS-only-PUB | 1 | 1 | 1 | 0 | 4 | 4 | 4 | 1 | 1 | 1 | 4 | 18 | 9 | 6 | 3 | 2
EXO-16-041 | AWG | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 4 | 4 | 1 | 1 | 1
EXO-16-042 | GoingToPreApp | 1 | 1 | 0 | 0 | 4 | 3 | 2 | 1 | 0 | 0 | 7 | 2 | 2 | 4 | 1 | 1
EXO-16-043 | PAS-only-PUB | 1 | 1 | 1 | 0 | 4 | 1 | 1 | 1 | 1 | 0 | 6 | 2 | 0 | 2 | 1 | 0
EXO-16-044 | AWG | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 4 | 4 | 2 | 2 | 2
EXO-16-045 | GoingToPreApp | 0 | 0 | 1 | 1 | 4 | 1 | 0 | 1 | 1 | 1 | 7 | 7 | 7 | 2 | 2 | 2
EXO-16-046 | PRE-APP | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 1 | 1 | 5 | 3 | 3 | 3 | 1 | 1
EXO-16-047 | PRE-APP | 1 | 1 | 1 | 0 | 4 | 3 | 3 | 3 | 2 | 1 | 39 | 9 | 6 | 13 | 3 | 2
EXO-16-048 | GoingToPreApp | 1 | 1 | 1 | 0 | 4 | 2 | 1 | 1 | 1 | 1 | 52 | 25 | 17 | 19 | 6 | 5
EXO-16-049 | AWG | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 7 | 4 | 4 | 2 | 1 | 1
EXO-16-050 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 10 | 5 | 3 | 4 | 2 | 1
EXO-16-051 | AWG | - | - | 1 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 50 | 34 | 16 | 7 | 3 | 2
EXO-16-052 | PRE-APP | 1 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 0 | 0 | 11 | 6 | 2 | 6 | 3 | 1
EXO-16-053 | AWG | - | - | 1 | 1 | 0 | 0 | 0 | 2 | 2 | 1 | 24 | 19 | 6 | 9 | 4 | 3
EXO-16-054 | GoingToPreApp | 1 | 1 | 1 | 1 | 4 | 3 | 3 | 1 | 1 | 1 | 4 | 3 | 3 | 2 | 1 | 1
EXO-16-055 | AWG | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 6 | 6 | 6 | 3 | 3 | 3
EXO-16-056 | ARC-GreenLight | 0 | 0 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 22 | 8 | 8 | 11 | 3 | 3
EXO-16-057 | AWG | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 3 | 3 | 2 | 1 | 1
EXO-16-058 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 9 | 0 | 0 | 4 | 0 | 0
EXO-17-001 | GoingToPreApp | 1 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 1 | 2 | 2 | 1 | 1 | 1
EXO-17-002 | GoingToPreApp | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0
EXO-17-003 | AWG | - | - | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 2 | 0 | 1 | 1 | 0
EXO-17-004 | GoingToPreApp | 0 | 0 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 3 | 3 | 3 | 2 | 2 | 2
EXO-17-005 | GoingToPreApp | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 3 | 2 | 2 | 34 | 12 | 12 | 9 | 3 | 3
EXO-17-006 | ARC-GreenLight | 1 | 0 | 0 | 0 | 4 | 1 | 0 | 1 | 1 | 1 | 5 | 11 | 11 | 3 | 1 | 1
EXO-17-007 | AWG | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 9 | 6 | 6 | 5 | 3 | 3
FSQ-12-001 | CWR-ended | 0 | 0 | 1 | 1 | 3 | 1 | 1 | 1 | 0 | 0 | 3 | 1 | 1 | 3 | 1 | 1
FSQ-12-002 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 3 | 0 | 0 | 16 | 0 | 0 | 5 | 0 | 0
FSQ-12-003 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FSQ-12-004 | FinalReading | 1 | 1 | 0 | 0 | 5 | 3 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
FSQ-12-005 | PUB | 0 | 0 | 1 | 1 | 5 | 1 | 1 | 2 | 1 | 1 | 5 | 2 | 2 | 4 | 1 | 1
FSQ-12-006 | SUPERSEDED | - | - | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 3 | 0 | 0
FSQ-12-007 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FSQ-12-008 | PAS-only-PUB | 0 | 0 | 0 | 0 | 5 | 0 | 0 | 1 | 0 | 0 | 4 | 0 | 0 | 2 | 0 | 0
FSQ-12-009 | AWG | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FSQ-12-010 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 0 | 0 | 4 | 1 | 1 | 4 | 1 | 1
FSQ-12-011 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FSQ-12-012 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 6 | 1 | 1 | 4 | 1 | 1
FSQ-12-013 | PUB | 0 | 0 | 0 | 0 | 5 | 3 | 3 | 1 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0
FSQ-12-014 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
FSQ-12-015 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FSQ-12-016 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 4 | 0 | 0 | 2 | 0 | 0
FSQ-12-017 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
FSQ-12-018 | AWG | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 1 | 0 | 0 | 4 | 1 | 1 | 4 | 1 | 1
FSQ-12-019 | PUB | 0 | 0 | 0 | 0 | 5 | 1 | 0 | 2 | 0 | 0 | 14 | 0 | 0 | 8 | 0 | 0
FSQ-12-020 | PAS-only-PUB | 1 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 5 | 2 | 2 | 3 | 2 | 2
FSQ-12-021 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 4 | 0 | 0 | 2 | 0 | 0
FSQ-12-022 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0
FSQ-12-023 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 3 | 0 | 0 | 23 | 0 | 0 | 6 | 0 | 0
FSQ-12-024 | SUPERSEDED | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FSQ-12-025 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 0 | 0 | 3 | 0 | 0 | 3 | 0 | 0
FSQ-12-026 | PUB | 1 | 1 | 0 | 0 | 5 | 2 | 2 | 2 | 0 | 0 | 8 | 0 | 0 | 4 | 0 | 0
FSQ-12-027 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0
FSQ-12-028 | PUB | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 2 | 0 | 0 | 14 | 0 | 0 | 3 | 0 | 0
FSQ-12-029 | Inactive | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 5 | 0 | 0 | 2 | 0 | 0
FSQ-12-030 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 5 | 0 | 0 | 2 | 0 | 0
FSQ-12-031 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 2 | 0 | 0 | 10 | 0 | 0 | 3 | 0 | 0
FSQ-12-032 | PUB | 0 | 0 | 0 | 0 | 5 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 3 | 0 | 0
FSQ-12-033 | PRE-APP | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 9 | 0 | 0 | 4 | 0 | 0
FSQ-12-034 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 2 | 0 | 0
FSQ-12-035 | PUB | 0 | 0 | 0 | 0 | 5 | 2 | 1 | 4 | 0 | 0 | 13 | 0 | 0 | 10 | 0 | 0
FSQ-12-036 | SUPERSEDED | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FSQ-13-001 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 0 | 0 | 6 | 0 | 0 | 2 | 0 | 0
FSQ-13-002 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 1 | 0 | 0 | 4 | 2 | 1 | 3 | 2 | 1
FSQ-13-003 | CWR-ended | 0 | 0 | 0 | 0 | 5 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 3 | 0 | 0
FSQ-13-004 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FSQ-13-005 | SUPERSEDED | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0
FSQ-13-006 | PUB | 0 | 0 | 0 | 0 | 5 | 0 | 0 | 1 | 0 | 0 | 4 | 0 | 0 | 2 | 0 | 0
FSQ-13-007 | PRE-APP | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 2 | 0 | 0
FSQ-13-008 | PUB | 0 | 0 | 1 | 0 | 5 | 1 | 1 | 1 | 1 | 0 | 8 | 3 | 1 | 6 | 2 | 1
FSQ-13-009 | PUB-Draft | 1 | 1 | 0 | 0 | 5 | 2 | 2 | 2 | 0 | 0 | 12 | 0 | 0 | 5 | 0 | 0
FSQ-13-010 | ACCEPT | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 0 | 0 | 3 | 0 | 0 | 2 | 0 | 0
FSQ-14-001 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
FSQ-14-002 | PHYS-APP | 1 | 0 | 0 | 0 | 4 | 2 | 0 | 2 | 0 | 0 | 5 | 2 | 1 | 3 | 2 | 1
FSQ-15-001 | PUB | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 2 | 1 | 0 | 25 | 4 | 0 | 8 | 1 | 0
FSQ-15-002 | PUB | 0 | 0 | 1 | 0 | 5 | 1 | 1 | 1 | 1 | 0 | 2 | 1 | 0 | 2 | 1 | 0
FSQ-15-003 | PRE-APP | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
FSQ-15-004 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 1 | 1 | 3 | 1 | 1
FSQ-15-005 | PAS-PUB | 1 | 1 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
FSQ-15-006 | PAS-PUB | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
FSQ-15-007 | PAS-PUB | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 1 | 1 | 8 | 2 | 2 | 4 | 1 | 1
FSQ-15-008 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 4 | 0 | 0 | 2 | 0 | 0
FSQ-15-009 | AWG | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0
FSQ-16-001 | Thesis-Approved | - | - | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 1 | 2 | 1 | 1
FSQ-16-002 | SUB | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 2 | 0 | 0 | 34 | 0 | 0 | 7 | 0 | 0
FSQ-16-003 | PAS-only-PUB | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 16 | 0 | 0 | 7 | 0 | 0
FSQ-16-004 | CWR-ended | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
FSQ-16-005 | PRE-APP | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 0 | 0 | 10 | 0 | 0 | 5 | 0 | 0
FSQ-16-006 | GoingToPreApp | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0
FSQ-16-007 | PRE-APP | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0
